1,335,727,4,540
2,909,818,2,284
3,447,769,8,118
4,690,559,12,690
5,998,207,10,78
6,715,4,7,216
7,632,907,6,562
8,162,443,15,313
9,617,978,2,159
10,873,274,10,9
11,511,292,1,536
12,359,468,4,22
13,218,633,5,7
14,147,470,15,358
15,409,983,11,269
16,462,31,10,197
17,104,863,5,493
18,20,996,10,166
19,58,678,11,513
20,201,315,11,64
21,472,817,15,59
22,245,849,2,238
23,953,992,3,232
24,709,33,6,513
25,727,700,12,628
26,144,527,3,570
27,834,935,12,458
28,663,688,5,649
29,388,547,13,71
30,456,82,14,485
31,345,188,9,648
32,796,454,11,687
33,549,298,11,72
34,72,989,1,29
35,849,643,15,240
36,757,763,13,595
37,248,16,13,482
38,496,382,1,522
39,869,344,8,481
40,584,958,8,67
41,108,506,5,30
42,657,716,15,191
43,89,119,11,186
44,810,10,6,351
45,941,908,7,674
46,703,795,11,390
47,49,338,11,14
48,478,458,8,343
49,970,147,4,241
50,915,222,6,341
51,97,411,8,451
52,476,719,3,435
53,171,620,6,53
54,816,488,11,627
55,747,195,6,418
56,740,879,3,304
57,818,826,15,53
58,633,736,2,305
59,527,859,15,64
60,9,680,8,209
61,759,625,10,458
62,484,219,1,613
63,264,896,2,244
64,441,897,4,374
65,1000,87,2,61
66,81,839,5,550
67,293,171,9,650
68,896,645,5,679
69,381,827,15,120
70,671,220,14,374
71,79,1000,12,416
72,551,482,4,672
73,329,653,2,386
74,268,720,3,448
75,886,810,7,35
76,539,101,15,568
77,486,730,7,54
78,37,52,12,582
79,742,126,15,540
80,183,906,2,239
81,137,190,8,557
82,235,477,5,117
83,283,541,1,410
84,498,326,8,430
85,95,672,6,36
86,586,469,6,215
87,465,834,6,635
88,685,75,1,145
89,807,794,10,311
90,406,765,13,637
91,71,938,13,543
92,625,295,12,178
93,210,523,2,459
94,897,664,1,274
95,585,333,14,309
96,31,287,4,117
97,698,821,14,648
98,875,223,8,512
99,505,187,5,291
100,912,69,2,125
101,679,61,2,441
102,872,694,6,36
103,192,631,8,225
104,349,928,6,568
105,957,50,9,626
106,36,929,5,479
107,612,67,2,51
108,122,901,3,306
109,850,679,4,594
110,726,94,7,550
111,804,150,12,251
112,704,107,3,172
113,844,610,3,466
114,558,954,13,525
115,254,491,15,352
116,286,149,5,343
117,242,19,15,205
118,463,570,10,514
119,229,226,13,340
120,646,619,11,547
121,687,6,15,616
122,307,361,9,506
123,964,851,11,369
124,35,63,3,183
125,839,282,1,531
126,516,705,1,239
127,795,959,2,214
128,758,34,2,114
129,73,388,5,140
130,444,93,4,619
131,233,281,2,621
132,80,507,14,243
133,951,532,8,292
134,223,58,13,416
135,303,131,15,499
136,766,497,2,523
137,576,847,13,592
138,805,614,11,543
139,230,105,14,505
140,510,743,1,257
141,211,402,5,166
142,101,934,4,331
143,303,131,12,252
144,44,25,3,462
145,99,616,2,387
146,167,831,11,373
147,384,686,10,412
148,837,118,4,635
149,280,173,1,622
150,29,185,9,667
151,707,113,4,613
152,131,251,4,136
153,451,998,10,174
154,382,569,10,444
155,712,64,3,210
156,607,264,9,636
157,674,843,11,367
158,958,154,5,43
159,553,646,6,38
160,123,517,9,388
161,391,971,3,267
162,529,78,15,638
163,8,513,14,167
164,823,156,1,675
165,917,814,6,630
166,532,35,13,10
167,847,576,11,580
168,222,553,5,52
169,134,673,13,28
170,213,995,14,529
171,232,302,8,451
172,378,65,5,362
173,340,466,12,10
174,385,484,13,84
175,16,217,6,383
176,710,72,12,286
177,247,231,12,255
178,54,151,8,607
179,317,447,2,497
180,933,452,6,159
181,780,20,6,527
182,914,389,14,280
183,121,21,1,192
184,173,203,11,174
185,202,914,15,8
186,630,30,13,486
187,460,510,5,71
188,262,963,14,548
189,196,994,10,208
190,77,17,7,563
191,60,654,7,157
192,975,279,8,551
193,916,968,6,506
194,12,588,6,118
195,514,773,14,691
196,326,325,5,229
197,105,421,5,166
198,828,975,11,278
199,756,886,13,533
200,66,973,4,379
201,860,256,15,493
202,151,133,5,362
203,947,898,6,608
204,231,179,3,94
205,110,883,2,218
206,764,545,15,252
207,331,786,8,127
208,25,515,13,91
209,270,353,4,63
210,944,23,7,624
211,758,34,12,383
212,442,692,3,460
213,762,122,4,247
214,30,55,1,580
215,522,136,3,561
216,93,582,5,687
217,840,262,15,447
218,75,311,3,694
219,178,243,2,669
220,863,785,8,145
221,57,134,8,639
222,436,613,13,33
223,634,560,11,544
224,876,656,7,165
225,143,342,7,373
226,976,24,15,600
227,139,98,15,556
228,403,878,6,593
229,913,711,14,93
230,285,893,1,156
231,854,652,7,122
232,987,201,2,677
233,199,265,11,76
234,90,475,13,119
235,952,196,6,367
236,404,888,1,167
237,155,492,8,372
238,501,638,14,99
239,618,320,10,657
240,866,369,1,456
241,458,245,6,360
242,637,18,8,680
243,251,611,10,487
244,221,2,4,284
245,176,984,10,182
246,589,962,4,398
247,775,158,5,306
248,747,195,6,627
249,662,92,4,257
250,195,191,9,6
251,45,124,6,482
252,656,111,3,173
253,177,733,9,309
254,693,102,5,389
255,27,840,12,440
256,263,166,3,461
257,457,573,10,519
258,982,242,15,444
259,702,838,11,422
260,655,860,3,318
261,194,448,1,396
262,832,45,2,235
263,445,804,14,699
264,291,461,3,608
265,64,341,1,504
266,931,779,11,406
267,694,427,8,386
268,344,648,7,129
269,271,71,10,214
270,469,609,2,396
271,819,90,12,316
272,275,624,1,350
273,294,991,8,38
274,136,874,2,215
275,735,540,2,486
276,48,138,1,660
277,450,244,3,247
278,770,558,7,261
279,157,169,13,683
280,682,380,3,676
281,722,867,10,296
282,774,84,10,629
283,744,787,2,337
284,600,520,5,89
285,255,830,11,374
286,24,542,4,649
287,927,130,8,369
288,812,163,6,387
289,686,635,2,379
290,448,554,4,606
291,780,20,7,349
292,963,250,9,629
293,923,801,3,378
294,607,264,8,340
295,711,922,1,61
296,731,47,4,126
297,253,193,9,681
298,536,178,8,579
299,620,662,3,480
300,50,206,15,477
301,333,535,12,13
302,505,187,14,178
303,220,774,11,415
304,738,483,3,562
305,779,254,13,390
306,831,439,5,134
307,531,120,10,136
308,789,260,8,96
309,455,563,4,604
310,728,703,11,481
311,588,641,15,215
312,248,16,3,259
313,224,148,2,461
314,513,48,9,446
315,661,189,8,23
316,803,123,6,468
317,492,121,15,599
318,453,284,9,612
319,530,103,8,235
320,798,800,12,555
321,118,232,3,38
322,823,156,2,700
323,316,13,5,450
324,871,446,7,309
325,662,92,11,49
326,699,255,3,388
327,689,824,14,672
328,720,531,1,399
329,334,952,2,155
330,732,184,13,361
331,835,946,7,679
332,582,852,11,368
333,712,64,5,482
334,562,467,14,208
335,152,845,6,665
336,471,357,12,119
337,355,552,14,216
