1,506,152,2,457.95
2,506,146,5,682.07
3,506,91,14,546.63
4,506,637,7,836.91
5,506,517,10,226.84
6,506,922,6,113.48
7,506,108,7,897.04
8,506,270,9,212.96
9,506,823,15,895.85
10,506,617,9,358.26
11,506,48,5,846.99
12,506,88,7,423.46
13,506,880,11,613.3
14,506,268,13,448.73
15,506,541,3,453.54
16,506,794,7,659.67
17,506,851,8,511.0
18,506,723,2,637.47
19,506,234,12,775.46
20,506,493,5,650.19
21,506,144,10,377.99
22,506,651,2,540.46
23,506,482,12,376.82
24,506,892,11,776.37
25,506,745,7,426.52
26,506,510,8,52.49
27,506,741,12,386.48
28,506,662,4,25.59
29,506,381,6,562.0
30,506,667,5,251.29
31,506,382,8,833.7
32,506,861,5,248.14
33,506,573,11,167.1
34,506,628,8,948.21
35,506,438,6,164.45
36,506,450,15,852.28
37,506,911,3,649.61
38,506,918,9,8.34
39,506,272,9,497.87
40,506,456,3,818.83
41,506,559,1,256.87
42,506,371,12,152.45
43,506,650,5,628.25
44,506,790,9,669.04
45,506,550,10,935.13
46,506,679,9,460.09
47,506,528,11,13.63
48,506,51,7,34.26
49,506,645,12,97.45
50,506,271,9,648.02
51,506,927,14,633.41
52,506,82,7,955.41
53,506,985,14,761.22
54,506,172,1,771.37
55,506,735,9,859.58
56,506,986,12,797.51
57,506,966,9,559.73
58,506,879,4,648.45
59,506,943,12,993.47
60,506,297,2,881.36
61,506,231,10,338.45
62,506,595,15,558.6
63,506,145,15,807.44
64,506,98,9,982.07
65,506,300,3,486.58
66,506,738,6,639.47
67,506,953,2,491.56
68,506,1,2,883.12
69,506,840,2,296.99
70,506,998,6,444.83
71,506,344,5,516.92
72,506,167,15,895.66
73,506,125,6,536.26
74,506,16,4,415.95
75,506,455,6,401.13
76,506,868,11,382.5
77,506,213,11,232.19
78,506,844,2,99.94
79,506,674,7,632.91
80,506,709,6,248.96
81,506,771,10,511.09
82,506,387,9,892.8
83,506,575,11,169.38
84,506,849,13,912.55
85,506,323,1,403.21
86,506,521,1,460.86
87,506,583,7,567.17
88,506,604,12,273.11
89,506,313,13,683.6
90,506,326,6,142.11
91,506,409,9,718.1
92,506,25,8,939.42
93,506,939,13,653.06
94,506,731,9,317.09
95,506,973,5,463.01
96,506,110,8,920.97
97,506,99,15,565.23
98,506,806,8,666.41
99,506,755,6,20.16
100,506,539,6,557.95
101,506,987,13,706.97
102,506,245,13,561.61
103,506,778,15,629.07
104,506,636,9,874.71
105,506,117,9,450.21
106,506,10,12,702.72
107,506,681,2,283.09
108,506,58,13,221.15
109,506,251,12,107.88
110,506,997,2,658.59
111,506,913,14,236.84
112,506,220,14,478.9
113,506,386,9,458.94
114,506,599,10,441.43
115,506,163,11,817.19
116,506,282,10,28.82
117,506,292,6,828.34
118,506,418,12,260.03
119,506,917,12,747.39
120,506,254,14,986.81
121,506,695,12,711.67
122,506,392,13,549.81
123,506,870,3,680.72
124,506,179,2,237.62
125,506,732,7,252.24
126,506,707,12,963.95
127,506,937,1,436.98
128,506,320,7,160.75
129,506,718,8,235.39
130,506,69,9,838.06
131,506,366,8,342.33
132,506,969,3,51.97
133,506,114,11,98.22
134,506,959,6,43.85
135,506,372,9,139.25
136,506,351,9,141.18
137,506,877,1,196.02
138,506,296,15,229.54
139,506,688,13,94.68
140,506,248,7,68.75
141,506,428,11,378.63
142,506,342,3,378.27
143,506,404,11,213.24
144,506,483,12,733.82
145,506,501,10,540.28
146,506,702,8,858.85
147,506,623,7,93.19
148,506,638,13,35.72
149,506,814,7,613.19
150,506,373,6,395.44
151,506,24,15,705.27
152,506,839,8,155.57
153,506,369,9,270.97
154,506,90,13,608.91
155,506,546,9,284.77
156,506,581,6,274.27
157,506,216,6,261.2
158,506,440,1,337.33
159,506,105,14,395.37
160,506,36,9,334.41
161,506,540,4,550.65
162,506,860,11,359.88
163,506,458,6,290.35
164,506,321,14,234.85
165,506,965,14,432.48
166,506,40,8,311.72
167,506,983,7,418.91
168,506,182,12,109.67
169,506,18,4,579.28
170,506,333,7,890.32
171,506,257,11,246.55
